404/index.html	200	2364	yes	436fad368b94200cffc6fa49888bc0d5da9f7d9dd7be2a065a9f08555a501dd4
assets/demo-XrnwhbFc.js.map	200	97	yes	fc1046e8be4c86c2c756741cdddc56facfb71137a2231b8827d8e1f8f6f7fcae
assets/icon-192.png	200	1804	yes	7d28e1abc2f78fa3d2cbd264cab493e7f450aaac5b1ccd0d948ca96111a7db3d
assets/icon-512.png	200	10044	yes	2f60af255debeec1a1f506ea42fdd9ec76e60c3fb0ec6609b71c1e374c3b3325
assets/icon-maskable-512.png	200	8287	yes	e55a8114793d4082d5c98a6b4f5ce8b3d39992035a3dcf45c3400461189bd222
assets/icon.svg	200	297	yes	449cb0155f28fb7be3a0d1576f7c0fc1c873781f1816c393d69e0d1747ed6170
assets/legal-DnzxdDCs.js	200	3080	yes	aa36ac08994b53d3aa03e98205a38ebdfd81cf7db4013cc6da133af9fbeff6d6
assets/legal-DnzxdDCs.js.map	200	3508	yes	527184bfbdd892befd9fa49070540b8b7991f3cfed6d09fc080c7c39b4383aa9
assets/main-DGN0bSZM.js	200	30836	yes	3e248dc7a2ba4b419be431102abaffd1347f519d8e1bfa3ecf553da2dc4585be
assets/main-DGN0bSZM.js.map	200	66207	yes	c2e5d03eeb0cf417675de6c7c1e7fe248458e1d04207a235f185a67ce83d9e10
assets/main-XrnwhbFc.js.map	200	97	yes	8d90dc76bdfa7a34698752ab7a087376fa992f495b004b5d916b71c93210c892
assets/notFound-CDtZ0ojn.js.map	200	101	yes	28e0b748a40509cceda17b1b7ceaad1c5b6143ee26e9c46181e3b4903786151b
assets/pdf-Cv4ISMMC.js	200	375375	yes	eb280009229f650435d9bc98b1e4b926c7a5ae9ae652b6c22670833ad7246b7c
assets/pdf-Cv4ISMMC.js.map	200	1279618	yes	03c06cf0d321f085cb000a7a7a7967feac807651281e04a450169f7f07efd4fd
assets/pdf.worker.min-r-TJsTTt.mjs	200	1039207	yes	c964e291707ad492e6e90ff7f4f352b75e05ea2734c3dd3a80b94983b1b7ce3d
assets/privacy-DGYTEwDL.js.map	200	100	yes	734fc84d92e77bcdea87e8cd978694c0aa6396ffa4f2af2b5c5585811f67d8a4
assets/reflow-gate-1280.avif	200	84226	yes	f34d0143ab8d08537c60ad1c144137e366a83adba667285826d829a4b772c8d2
assets/reflow-gate-1280.jpg	200	165480	yes	15e510a528d7261d809cd7647f9c5d6ec19f4f4ce0ea7df885d48f39124880e2
assets/reflow-gate-1280.webp	200	110636	yes	48cef4b5a0f481e0f13d236137f25f2155ee61fd8920047b8c11868beda33d3f
assets/reflow-gate-720.avif	200	22742	yes	a9b580e21720ccb28e4d129cd51199492653a85ca7fabace81e21f9f103a3e5f
assets/reflow-gate-720.jpg	200	50926	yes	4637c054ba15820f31dcd64ed2a2c2ded9c5ac67ac9d1c5c421fd89f86a8c61b
assets/reflow-gate-720.webp	200	36528	yes	49a0b1e0fa6b6012ee0f3c5468ba4ddd1a4764c8d50f2237296b84c734640c86
assets/social-card.jpg	200	158953	yes	32473d09da5a4fec0595aaac99ba423f1c97ad342db3c5e036c15ea81581a836
assets/style-BBGwla8d.css	200	19067	yes	588e68dd55dedaa88af232f6fb4646dfe9f30dee4e7cd83c6e0014313890d7bc
assets/style-Ciou-HfS.js	200	754	yes	1813b76209509f772a9cdb0fba91028e85c39aa5b1bb3103a0fe0ca8464a4002
assets/style-Ciou-HfS.js.map	200	98	yes	a2697bc93a379398d60d71b5601b129bf011c86f451a3798331e3e598782c54b
assets/terms-DGYTEwDL.js.map	200	98	yes	fb48e0cb16adce92dc768da7f2cff12bb52267e0214c4b20c6280d2bad99a53f
demo/index.html	200	1982	yes	6f4e73df44b9d451c14594b26de5ced251e8aea6ab6ce0d3293a6ba29ddbde89
index.html	200	2146	yes	745b803ea050f6960cd91c81a0bc850bf1a1f141ff9d826b71679dacde5f7b34
manifest.webmanifest	200	633	yes	0972d6035b5a3222b59dbf10632c963db52a801f22626ae749077fcd6535c414
offline.html	200	754	yes	e452635c5f9184d7a4cd006f1323850980644928d975f6c41b7af6e572994a2d
privacy/index.html	200	1793	yes	e6ce277b8bcdef0a43866d8cdca36540206ab8fd9f8c5defe555693936018ad8
robots.txt	200	81	yes	18a7920bb185fac37f40e39f0007c2826176ce83635841ba01eca27bb46fbd9a
samples/reading-routine.pdf	200	2184	yes	ee4d4b72bded5034699e7cf553b0c4486995a2efb83c79568c2030ef29eb2fde
sitemap.xml	200	373	yes	aed906ba66acd7d9fe2b1a04a273d5934c90a0e38d767b1350aff867a9571c01
staticwebapp.config.json	404	1152	no	436fad368b94200cffc6fa49888bc0d5da9f7d9dd7be2a065a9f08555a501dd4
sw.js	200	1736	yes	57e18b3b07457477e6fa47a8294d3f8fe7c8dfcf4ca80436eaff53ea09952a44
terms/index.html	200	1759	yes	ce6c5c22bcb8996071f1a712c8949f817b5c49a25805097bbc1be71d657ca634
